Khóa,Mã ngành,Tên ngành,Chương trình đào tạo,Mã học phần,Tên học phần,Số tín chỉ
50,7320104,Truyền thông đa phương tiện,Đại trà,FL002,Pháp văn căn bản 2,3
50,7320104,Truyền thông đa phương tiện,Đại trà,FL003,Pháp văn căn bản 3,3
50,7320104,Truyền thông đa phương tiện,Đại trà,FL007,Pháp văn tăng cường 1,4
50,7320104,Truyền thông đa phương tiện,Đại trà,FL008,Pháp văn tăng cường 2,3
50,7320104,Truyền thông đa phương tiện,Đại trà,FL009,Pháp văn tăng cường 3,3
50,7320104,Truyền thông đa phương tiện,Đại trà,ML014,Triết học Mác - Lênin,3
50,7320104,Truyền thông đa phương tiện,Đại trà,ML016,Kinh tế chính trị Mác - Lênin,2
50,7320104,Truyền thông đa phương tiện,Đại trà,ML018,Chủ nghĩa xã hội khoa học,2
50,7320104,Truyền thông đa phương tiện,Đại trà,ML019,Lịch sử Đảng Cộng sản Việt Nam,2
50,7320104,Truyền thông đa phương tiện,Đại trà,ML021,Tư tưởng Hồ Chí Minh,2
50,7320104,Truyền thông đa phương tiện,Đại trà,KL001E,Pháp luật đại cương,2
50,7320104,Truyền thông đa phương tiện,Đại trà,ML007,Logic học đại cương,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH028,Xã hội học đại cương,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH011,Cơ sở văn hóa Việt Nam,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH012,Tiếng Việt thực hành,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH014,Văn bản và lưu trữ học đại cương,2
50,7320104,Truyền thông đa phương tiện,Đại trà,KN001E,Kỹ năng mềm,2
50,7320104,Truyền thông đa phương tiện,Đại trà,KN002E,Đổi mới sáng tạo và khởi nghiệp,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT200,Nền tảng công nghệ thông tin,4
50,7320104,Truyền thông đa phương tiện,Đại trà,CT100,Kỹ năng học đại học,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT083,Ngôn ngữ truyền thông,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH016,Mỹ học đại cương,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH446,Tổ chức sự kiện,2
50,7320104,Truyền thông đa phương tiện,Đại trà,XH447,Quan hệ công chúng,2
50,7320104,Truyền thông đa phương tiện,Đại trà,KL100,Pháp luật và đạo đức báo chí truyền thông,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT193,Kỹ thuật quay phim chụp hình và xử lý hậu kỳ,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT194,Biên tập Audio Video,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT088,Nhập môn Tiếp thị kỹ thuật số,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT180,Cơ sở dữ liệu,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT094,Quy trình sáng tạo sản phẩm đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT499,"Thiết kế UI,UX",3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT084,Cơ sở kỹ thuật đồ họa,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT087,Nền tảng Kỹ xảo điện ảnh,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT509,Truyền thông trên Internet,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT085,Nhập môn Truyền thông đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT196,"Dựng hình 2D, 3D",3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT101,Lập trình căn bản A,4
50,7320104,Truyền thông đa phương tiện,Đại trà,CT176,Lập trình hướng đối tượng,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT188,Nhập môn lập trình Web,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT086,Nhập môn Web Đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT089,Nhập môn Lập trình đa phương tiện,4
50,7320104,Truyền thông đa phương tiện,Đại trà,CT092,Kỹ thuật dựng phim ảnh kỹ thuật số,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT093,Kỹ xảo điện ảnh,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT095,Dự án phim hoạt hình 3D,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT096,Tiếp thị nội dung,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT097,Phát triển ứng dụng Web nâng cao,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT523,Phát triển ứng dụng Web đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT524,Hệ thống quản trị nội dung,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT525,Thực tế tăng cường,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT526,Triển khai ứng dụng Thương mại điện tử,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT527,Thiết kế đồ họa ứng dụng quảng cáo thương hiệu,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT498,Xây dựng trò chơi đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT528,Phát triển trò chơi đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT529,Quản trị dự án Truyền thông đa phương tiện,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT530,Chuyên đề báo chí Văn hóa,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT531,Chuyên đề báo chí Sự kiện,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT532,Chuyên đề báo chí Du lịch,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT195,Thiết kế ấn phẩm báo chí,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT495,Dựng phim hoạt hình,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT496,Kịch bản truyền hình,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT497,Thiết kế quảng cáo truyền hình,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT500E,Niên luận cơ sở - TTDPT,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT502E,Niên luận - TTDPT,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT508E,Thực tập doanh nghiệp - TTDPT,5
50,7320104,Truyền thông đa phương tiện,Đại trà,CT557E,Luận văn tốt nghiệp - TTDPT,15
50,7320104,Truyền thông đa phương tiện,Đại trà,CT521E,Tiểu luận tốt nghiệp - TTDPT,6
50,7320104,Truyền thông đa phương tiện,Đại trà,CT533,Kỹ năng biên tập,3
50,7320104,Truyền thông đa phương tiện,Đại trà,TV333E,Xuất bản điện tử,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT534,Thiết kế nhãn hiệu,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT535,Tiếp thị trên mạng xã hội,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT536,Kịch bản truyền thông,3
50,7320104,Truyền thông đa phương tiện,Đại trà,TV319,Kinh doanh xuất bản phẩm,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT537,Thực tế báo chí,2
50,7320104,Truyền thông đa phương tiện,Đại trà,CT538,Kỹ năng truyền thông giao tiếp,3
50,7320104,Truyền thông đa phương tiện,Đại trà,CT190,Nhập môn trí tuệ nhân tạo,2
